crimeKey,isNighttime
792,0
1232,1
1233,1
1234,0
1235,0
1236,0
1237,0
1238,1
1239,0
1240,1
1241,1
1242,0
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
478,0
1250,0
1251,0
1252,0
1253,1
1254,0
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
414,0
1279,0
1280,0
1281,0
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,0
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,1
1299,1
1300,0
1184,0
1302,0
1303,0
1304,0
1305,1
1306,0
1307,0
752,0
1309,1
1310,0
1311,1
1312,1
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,1
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,1
1347,1
273,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,1
1355,1
1356,0
1357,1
1358,0
1359,0
1360,0
1361,1
1362,0
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,0
1375,1
1376,0
1189,0
1378,0
1379,1
1083,0
1381,0
1382,1
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,1
1393,1
923,0
1395,0
1072,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,1
1410,1
400,0
1412,1
1413,1
1414,0
1415,0
1416,1
801,0
1418,0
1419,0
1420,0
1421,1
142,0
1423,0
1424,1
1425,1
1426,1
1427,0
1428,1
1429,0
1430,0
1431,0
1432,0
938,0
1434,0
1435,0
1436,0
1437,1
1438,1
1439,0
223,0
1441,0
1442,1
1443,0
1444,1
1445,0
1446,0
1447,0
237,0
1449,1
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,1
1462,0
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,0
1478,1
1479,0
1480,1
1481,0
1482,1
1483,0
1484,0
740,0
1486,1
1487,0
1488,0
1489,1
1490,0
1491,1
1492,1
1493,0
1494,1
1495,1
1496,0
1497,0
1498,0
1499,0
1500,1
1501,0
1502,0
670,0
1504,1
1505,1
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,0
1516,1
1517,0
1518,1
1519,0
782,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,1
1529,1
1530,0
240,1
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
930,1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,1
1548,1
1549,1
1550,0
1551,0
1552,0
1553,0
1554,1
1555,1
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,0
1563,1
1564,0
695,0
1566,0
1567,1
1568,0
1569,0
1570,0
1571,1
1280,0
1573,0
348,0
1575,0
1576,0
827,0
1578,0
1579,1
1580,1
1581,0
43,0
1583,0
1584,1
352,0
1586,0
1587,1
1588,0
1589,0
1091,1
1591,0
1592,0
1593,1
1594,1
1595,0
1596,1
1597,0
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,1
1608,1
1609,0
1610,0
1182,0
1612,0
1613,0
501,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,0
386,1
1630,1
1631,0
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,0
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,0
1646,0
1647,1
1648,1
1649,0
1650,0
1497,0
1652,0
1653,0
1061,0
1655,0
1656,0
1657,1
1658,1
1659,0
1660,0
1661,1
1662,0
1663,1
1664,0
1665,0
1666,0
1595,0
1668,0
1669,1
1670,0
1141,0
1672,1
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,0
1680,1
1681,0
1682,1
1683,0
1684,1
1685,1
1686,0
1687,0
1688,1
1689,0
1690,0
1691,1
1692,0
1693,0
1694,1
1695,1
1696,0
1697,0
1698,1
1699,1
1700,0
1701,1
1702,0
1703,0
1704,0
1705,1
1706,0
1707,0
1708,1
1709,0
1710,0
1711,1
277,0
260,1
1714,1
1715,1
1716,0
1717,1
1142,1
1719,1
1720,1
1721,1
1722,0
1723,0
1724,1
1725,0
1726,0
1727,1
1728,0
1729,0
1730,0
1731,0
1732,1
1733,1
1734,0
1735,0
1736,0
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,1
792,0
1746,1
1747,1
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,1
672,0
1756,0
1757,0
1758,1
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,0
273,0
1767,1
1768,1
1769,1
1770,0
1771,1
1772,0
1773,0
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,0
1781,1
1782,0
1783,1
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
793,1
1808,0
1809,1
127,1
1811,1
1812,0
1813,1
1814,0
1815,0
1816,1
1817,0
1818,0
1819,1
1820,1
1821,0
1822,0
1823,1
1824,1
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,0
1843,0
1844,0
1064,0
1846,1
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
189,0
1854,0
1855,0
1856,0
1857,1
1858,0
1859,0
1860,0
1861,0
1862,1
1863,0
1864,1
1865,0
1866,1
1867,0
1868,0
1869,0
1870,0
1871,1
1872,1
1873,0
1145,0
1875,1
1876,0
1877,0
1878,1
1879,1
1880,1
1881,0
1882,0
1145,0
1884,1
1885,0
1886,0
1887,0
1888,0
1889,1
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,0
1897,0
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,0
1906,1
1907,1
1908,1
1909,0
1910,1
1911,0
1912,0
1913,0
1914,1
955,0
1916,1
1145,0
134,0
1919,0
1920,1
1921,0
1922,1
1923,0
88,0
1925,0
1926,0
1927,0
1842,0
1929,0
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
615,0
1937,1
1938,0
1939,1
1940,0
1941,0
1942,1
1943,0
49,1
1945,0
629,1
1947,1
1948,0
877,0
1950,0
1951,0
1952,0
1953,0
1954,1
1955,1
1956,0
1957,0
1958,1
1729,0
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,0
1967,1
1968,0
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,0
1976,1
1084,0
1978,0
1979,0
1980,0
1337,0
1982,0
1983,0
1984,0
1777,1
1986,1
1987,0
1988,0
1989,0
1990,0
1991,1
1992,1
1993,0
1994,1
1995,0
659,0
1997,0
1998,0
1943,0
883,0
2001,0
2002,0
2003,1
2004,0
2005,1
2006,0
2007,1
2008,0
2009,0
2010,1
2011,1
1445,0
2013,1
2014,0
2015,0
1953,0
2017,0
2018,0
2019,0
2020,1
2021,1
2022,1
2023,0
2024,1
2025,0
1588,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,0
2033,1
2034,1
2035,1
2036,0
2037,0
2038,1
1135,0
2040,0
2041,0
2042,0
2043,0
2044,1
2045,0
2046,1
2047,1
2048,0
1131,0
2050,0
2051,1
2052,0
2053,0
978,1
2055,0
2056,1
1754,1
793,1
2059,0
2060,0
2061,1
2062,0
2063,0
2064,0
2065,1
2066,1
2067,0
2068,0
1842,0
2070,0
2071,0
2072,0
2073,1
2074,1
2075,0
2076,0
2077,1
2078,0
2079,1
2080,1
2081,0
2082,1
2083,1
2009,0
2085,1
2086,0
2087,0
2088,1
1722,0
2090,1
2091,1
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,1
2099,0
2100,1
2101,1
2102,1
2103,1
2104,0
2105,1
2106,0
2107,0
132,0
317,0
2110,1
132,0
2112,0
2113,1
1879,1
2115,1
2116,0
2117,0
2118,0
2119,1
2120,0
2121,1
2122,1
1439,0
2124,1
2125,1
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,0
2133,1
2134,0
1649,0
2136,0
2137,1
2138,1
2139,1
2140,0
2141,1
2142,0
2143,1
2144,0
2145,0
2146,1
2147,1
2148,1
2149,0
2150,0
2151,0
2152,1
2153,1
2154,1
230,0
2156,1
2157,0
2158,1
2159,1
2160,0
2161,0
2162,0
1340,0
2164,1
2165,0
2166,0
2167,1
2168,0
2169,1
2170,1
2171,1
2172,1
2173,1
2174,0
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,0
2184,0
2185,0
2186,1
2187,0
2188,0
2189,1
2190,0
2191,0
2192,0
2193,0
1546,0
2195,0
2196,0
2197,1
1412,1
779,0
2200,0
2201,0
2202,0
2203,0
2204,1
2205,0
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,0
2213,0
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2220,0
2221,1
1517,0
2223,0
2224,0
2225,1
2226,1
2227,0
2228,1
2229,0
2230,0
2231,1
2232,0
2233,0
2234,0
2235,1
2236,1
1571,1
2238,0
2239,1
2240,1
2241,0
2242,0
2243,1
2244,1
2245,0
2246,0
2247,1
2248,1
500,1
2250,1
2251,1
2252,0
2253,1
2254,1
2255,1
2256,1
2257,1
2258,0
2259,0
2260,0
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,0
2268,0
2269,0
2270,0
1147,1
2272,1
2273,1
2274,0
2275,1
2276,1
2277,0
2278,1
2279,0
2280,0
2281,1
2282,1
2283,1
2284,0
2285,1
2286,1
2287,0
311,0
2289,0
489,0
2291,1
2292,1
2293,0
2294,1
2295,0
2296,0
2297,1
2298,1
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,0
2306,1
2307,1
2308,0
2309,1
104,0
2311,0
2312,0
2313,1
2314,0
2315,1
2316,1
2317,0
2318,1
2319,1
2320,0
2321,1
2322,0
2323,1
2324,1
2325,1
2326,0
2327,0
2328,0
2329,1
2330,0
2331,1
2332,0
2333,1
2334,1
2335,0
2336,1
2337,1
2338,1
2339,1
2340,0
2341,0
2342,1
2343,0
2344,1
2345,1
2346,0
2347,1
2348,0
2349,1
2350,1
2351,0
2352,0
2353,0
2354,1
2355,1
2356,0
2071,0
2358,1
2359,1
2360,1
746,0
2362,0
2363,1
2364,0
1777,1
2366,1
2367,0
2368,0
1198,0
2370,0
2371,0
2372,0
2373,0
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,1
2381,0
2382,1
2383,0
2384,1
2385,1
2386,0
2387,0
2388,0
2389,1
2390,1
552,0
2392,0
2393,0
2394,1
2395,1
2396,1
2397,0
2398,0
2399,0
2400,0
2401,1
645,0
2403,1
2404,1
2405,0
2406,0
2178,1
2408,1
2409,1
2410,0
1990,0
2412,1
2413,1
2414,1
2415,0
2416,0
2417,1
2418,1
2419,1
2420,1
2421,0
2422,0
1362,0
2424,1
2425,1
2426,1
2427,1
2428,1
1370,0
2430,0
1452,1
2432,0
2433,0
1400,0
2435,0
2436,1
2437,0
2438,0
2439,1
2303,1
2441,1
2442,0
2443,1
2444,1
2445,0
2446,1
2447,1
2448,1
2449,0
2450,0
2451,0
2452,1
2453,0
2454,0
2455,0
2456,1
2457,0
1575,0
2459,1
2460,1
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,1
2474,0
2475,1
2476,0
2477,0
2478,0
2479,1
2480,1
2481,0
406,1
304,1
1976,1
2485,0
2486,1
2487,0
2488,0
2489,1
2490,0
2491,1
2492,1
2493,0
2494,1
2280,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
503,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,0
2510,0
2511,1
2512,1
2513,0
2514,0
2515,0
2516,1
2517,0
1983,0
2519,0
2520,1
2521,1
2522,0
2523,0
178,1
2525,1
2526,1
2527,1
2528,0
2529,1
2530,1
2531,0
2532,1
2533,1
2534,1
2535,1
2536,0
2537,0
2538,0
1125,0
2540,0
2541,1
2542,0
2543,0
2544,0
2545,1
2546,0
2547,1
2548,1
150,0
2550,1
2551,0
2552,1
2553,0
2554,1
2555,0
562,1
2557,1
2558,0
2142,0
2560,0
211,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,1
2151,0
2569,0
2570,0
2571,0
2572,0
2573,1
2574,0
2575,0
1084,0
2577,1
2578,0
2579,1
2580,0
2581,0
2582,0
2583,1
2584,0
1337,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,1
2592,1
2593,1
815,0
2352,0
2596,0
2597,1
2598,1
2599,1
2600,0
2601,0
2602,0
2603,0
2498,1
2605,0
2606,1
2607,0
2608,0
2609,0
2610,0
2043,0
2612,0
2613,0
2614,0
2615,0
2616,0
2232,0
2618,1
2619,0
2620,0
2621,1
2622,1
2623,1
2624,1
2625,0
316,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,1
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,1
2646,0
1843,0
2648,0
2649,1
2650,0
2651,0
2652,1
2653,0
2654,0
1895,1
2656,1
2657,1
2658,0
2659,1
2660,0
1716,0
2662,1
2663,0
451,0
1403,0
2666,1
2667,0
2668,0
2669,1
2670,0
2671,1
2672,1
2673,1
2674,0
2675,0
2676,1
2677,1
2678,1
2679,0
2680,0
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,1
2161,0
2689,0
2690,0
2691,1
2692,0
2598,1
2694,0
587,0
916,0
397,0
2698,1
2699,1
2700,0
2701,0
2702,0
1990,0
2704,0
2705,1
2706,1
1690,0
2708,0
2709,1
2710,1
2711,0
386,1
1074,0
2714,1
2715,1
2172,1
2717,0
740,0
2719,1
2720,1
2721,1
2722,1
2723,0
1683,0
2725,1
409,0
2727,0
2728,1
2729,1
2730,0
2731,1
2732,1
2733,0
2734,0
1483,0
2736,0
2737,0
2738,0
2739,0
957,0
2741,0
2742,0
2743,1
2744,0
2745,0
2746,0
2747,1
2748,0
2749,0
2750,1
2751,0
2752,1
2753,1
2754,1
2065,1
2756,0
2757,1
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,1
2765,1
2766,0
2767,1
2768,0
2769,0
2770,0
185,1
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,0
2779,1
2780,0
2781,0
2782,0
2783,0
2076,0
2785,0
2786,1
2787,1
2788,0
2789,0
2790,1
2791,0
2792,0
2793,0
2073,1
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
1232,1
2802,0
2803,1
2804,1
2805,1
2806,0
2807,0
2425,1
2809,0
2810,0
2811,1
1811,1
94,0
2814,1
1024,0
2816,0
2817,0
2020,1
2819,0
2820,0
77,0
2822,0
1429,0
2824,1
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,1
2832,0
2833,0
2834,1
2835,0
2836,1
2837,0
2838,0
2839,0
2840,1
2551,0
2842,1
2843,1
2844,1
2845,0
1280,0
791,0
2848,1
2849,0
2850,0
2851,1
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,1
2859,0
1943,0
2861,0
2862,0
633,0
2864,1
2865,0
2866,1
2867,0
1616,0
268,0
2870,0
2871,0
2872,1
2873,1
2874,0
2875,0
2876,0
2877,0
2878,1
2879,0
2880,0
2881,0
2882,1
2883,1
2884,1
2885,1
2886,0
2887,0
2888,1
2889,0
2890,1
2891,1
2892,0
2893,0
2894,0
2895,1
2896,1
2897,0
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,1
2905,1
2906,0
2907,1
2908,1
2909,0
2910,1
2911,1
2912,1
870,0
2914,0
2915,1
2916,1
2917,1
2918,0
1619,0
2920,0
2921,0
2922,1
2923,1
2621,1
2925,0
2926,1
2435,0
320,0
2929,0
2173,1
2931,1
2932,0
2933,1
2934,0
1260,1
2936,0
2937,0
2938,1
552,0
2940,0
1802,0
2942,0
2943,0
2944,1
2945,1
2946,0
2947,0
2948,1
2949,0
2950,1
2951,0
2952,1
2953,0
2954,0
2955,0
2956,1
2957,0
2958,1
2959,1
2960,0
2961,1
2962,0
1070,1
2964,0
2965,1
2966,0
2967,0
2968,1
2969,0
2970,0
2578,0
2972,1
2973,0
2267,0
2975,1
2976,0
2977,1
2978,1
2979,1
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
620,0
2995,0
2996,0
2997,1
2998,1
509,0
3000,0
3001,0
3002,1
3003,0
3004,1
3005,0
3006,1
3007,1
2618,1
2656,1
3010,0
3011,0
3012,0
